addr1,addr2,areacode,benikia,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,tel,title,booktour,sigungucode
강원특별자치도 속초시 청봉로5길 19,설악동,32,,B02,B0201,B02010700,658845,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/84/2992284_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2992284_image3_1.jpg,Type1,128.5271151,38.16555237,4,2.02E+13,033-636-7169,초원리조텔 [한국관광 품질인증/Korea Quality],,5
경기도 화성시 서신면 해안길 96-1,,31,,B02,B0201,B02010700,2571950,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/16/2571016_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2571016_image2_1.jpg,Type3,126.6264364,37.16740265,,2.02E+13,010-2450-7024,초원펜션(제부도 초원펜션),,31
경상북도 청송군 파천면 송소고택길 35-3,,35,,B02,B0201,B02011600,2598985,32,2.02E+13,,,,129.024403,36.44094932,,2.02E+13,010-5397-7760,초전고택,,21
충청북도 청주시 청원구 내수읍 초정약수로 851,,33,,B02,B0201,B02011600,2708657,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/20/3021620_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3021620_image3_1.jpg,Type1,127.6013107,36.72128533,,2.02E+13,043-270-7332,초정행궁 [한국관광 품질인증/Korea Quality],,10
서울특별시 강서구 강서로5가길 24,,1,,B02,B0201,B02010900,136594,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/51/1805451_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1805451_image3_1.jpg,Type3,126.8467646,37.52933677,6,2.02E+13,02-2604-6222,초콜릿,,4
부산광역시 수영구 남천동로108번길 46,(남천동),6,,B02,B0201,B02011100,2575802,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/90/2575590_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2575590_image2_1.jpg,Type3,129.1136817,35.14666099,,2.02E+13,010-6383-2204,초하루 게스트하우스,,12
경상북도 의성군 만취당길 17-12,,35,,B02,B0201,B02011600,2604657,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/59/3021359_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3021359_image3_1.jpg,Type1,128.7628961,36.42459624,6,2.02E+13,010-2910-2092,초해고택[한국관광 품질인증/Korea Quality],,19
경기도 파주시 법원읍 초리골길 134,,31,,B02,B0201,B02010700,553069,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/57/1786857_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1786857_image3_1.jpg,Type3,126.8902598,37.85202775,6,2.02E+13,031-958-0029,초호쉼터 펜션 (제 1초호쉼터),,27
충청북도 보은군 삼승면 거현송죽로 301-5,,33,,B02,B0201,B02011600,2611483,32,2.02E+13,,,,127.7151946,36.43247881,,2.02E+13,010-2787-5599,최재한 가옥(덕곡댁 최재한 가옥),,3
경상남도 통영시 한산면 추원2길 13-20,,36,,B02,B0201,B02010700,2579510,32,2.02E+13,,,,128.5300318,34.75663564,6,2.02E+13,055-642-8678,추봉도바다펜션,,17
경상남도 통영시 한산면 봉암1길 205-8,,36,,B02,B0201,B02010700,2579526,32,2.02E+13,,,,128.5098891,34.75911279,6,2.02E+13,"010-4438-8949, 055-648-1212",추봉펜션,,17
충청남도 서천군 서면 춘장대로 54,,34,,B02,B0201,B02010700,139848,32,2.01E+13,,,,126.5238947,36.1578588,6,2.02E+13,041-952-0016,추억가이드펜션,,8
경상북도 고령군 쌍림면 개실2길 20-1,,35,,B02,B0201,B02011600,2531497,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/60/2999060_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2999060_image3_1.jpg,Type1,128.2274673,35.66871937,6,2.02E+13,010-3207-4022,추우재 [한국관광 품질인증/Korea Quality],,3
경상북도 고령군 쌍림면 개실1길 35,,35,,B02,B0201,B02011600,2600182,32,2.02E+13,,,,128.226609,35.67027474,,2.02E+13,054-956-4022,축구 꿈나무집,,3
경상북도 고령군 개실1길 35,,35,,B02,B0201,B02011600,1883367,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/05/3008805_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3008805_image3_1.jpg,Type1,128.2289672,35.66733622,6,2.02E+13,010-3207-4022,축구꿈나무집 [한국관광 품질인증/Korea Quality],,3
경상북도 예천군 용문면 맛질길 101,,35,,B02,B0201,B02011600,1998844,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/82/3037082_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3037082_image3_1.jpg,Type1,128.4412749,36.7063497,,2.02E+13,054-655-1717,춘우재고택 [한국관광 품질인증/Korea Quality],,16
강원특별자치도 춘천시 사북면 가일리 192-3,,32,,B02,B0201,B02010700,2946492,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/05/2947605_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2947605_image3_1.jpg,Type1,127.6658561,38.02632442,6,2.02E+13,,춘천 레이크192,,13
강원특별자치도 춘천시 봉의산길 31,,32,,B02,B0201,B02010100,142813,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/20/1583520_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1583520_image3_1.jpg,Type3,127.7292655,37.88943044,6,2.02E+13,033-252-1191~6,춘천세종호텔,,13
강원특별자치도 춘천시 중앙로27번길 9-1,,32,,B02,B0201,B02011000,2826777,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/27/2826527_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2826527_image3_1.jpg,Type3,127.7294574,37.88230071,6,2.02E+13,,춘천일기스테이,,13
경상북도 안동시 서후면 태장죽헌길 24,(죽헌고택),35,,B02,B0201,B02011600,2569581,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/06/2567806_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2567806_image2_1.jpg,Type3,128.6634235,36.64733562,,2.02E+13,010-5217-2174,춘하원(죽헌고택),,11
전라남도 목포시 영산로59번길 35-7,,38,,B02,B0201,B02011600,2668131,32,2.02E+13,,,,126.3830942,34.79134774,6,2.02E+13,010-9173-1935,춘화당,,8
경상남도 통영시 중앙로 89,,36,,B02,B0201,B02010900,1498532,32,2.01E+13,,,,128.4189282,34.84202967,6,2.02E+13,055-642-8181,충무비치호텔,,17
서울특별시 중구 중림로 10,"(중림동,중림동 삼성 사이버 빌리지) 106",1,,B02,B0201,B02011100,2621124,32,2.02E+13,,,,126.9648892,37.5586327,,2.02E+13,010-2422-1897,충정로 삼성 홈스테이,,24
충청북도 충주시 중원대로 2220,,33,,B02,B0201,B02011600,2461186,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/73/3021573_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3021573_image3_1.jpg,Type1,127.9804384,36.89558612,6,2.02E+13,010-5485-7744,충주 야생화와고택나들이[한국관광 품질인증/Korea Quality],,11
충청북도 충주시 중원대로 3496,(봉방동),33,,B02,B0201,B02010100,143161,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/37/1338437_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1338437_image3_1.jpg,Type3,127.9154143,36.9704902,6,2.02E+13,043-848-5554,충주그랜드관광호텔,,11
제주특별자치도 서귀포시 성산읍 해맞이해안로 2688,,39,,B02,B0201,B02011100,2624249,32,2.02E+13,,,,126.9127178,33.47187857,6,2.02E+13,010-5117-7552,취다선리조트(취다선 리조트 Tea&Meditation),,3
전북특별자치도 전주시 완산구 동문길 33-19,(풍남동2가),37,,B02,B0201,B02011600,2608508,32,2.02E+11,,,,127.1527362,35.81865832,,2.02E+13,010-4621-4690,취락당,,12
경기도 가평군 상면 수목원로 300,축령산취옹예술관,31,,B02,B0201,B02011600,1883996,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/25/2993025_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2993025_image3_1.jpg,Type1,127.3597309,37.75318946,6,2.02E+13,031-585-8649,취옹예술관[한국관광 품질인증/Korea Quality],,1
경상북도 안동시 퇴계로 297-10,(안막동),35,,B02,B0201,B02011600,2000946,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/33/2580133_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2580133_image3_1.jpg,Type3,128.7360439,36.58324986,6,2.02E+13,054-858-4411,치암고택[한국관광 품질인증/Korea Quality],,11
제주특별자치도 서귀포시 태평로353번길 22-3,(서귀동),39,,B02,B0201,B02011100,2627908,32,2.02E+13,,,,126.5612422,33.24721164,,2.02E+13,,칠십리호텔,,3
전라남도 여수시 무선6길 42-4,(선원동),38,,B02,B0201,B02010900,725559,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/55/727055_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/727055_image3_1.jpg,Type3,127.6506803,34.77588191,6,2.02E+13,061-692-2877,카라모텔,,13
부산광역시 연제구 월드컵대로120번길 13,,6,,B02,B0201,B02010900,138870,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/15/1859715_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1859715_image3_1.jpg,Type3,129.0828722,35.18552551,6,2.02E+13,051-851-7144,카리브모텔,,13
강원특별자치도 강릉시 강동면 정동진리,46,32,,B02,B0201,B02010900,658849,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/96/2532096_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2532096_image3_1.jpg,Type3,129.0394671,37.68506251,6,2.02E+13,010-4222-9118,카리브모텔[한국관광 품질인증/Korea Quality],,1
경상남도 통영시 도남로 257-29,(도남동),36,,B02,B0201,B02010500,138764,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/47/1899747_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1899747_image3_1.jpg,Type3,128.4323051,34.82942299,6,2.02E+13,055-645-4070<br/>055-644-4070,카리브콘도텔,,17
강원특별자치도 강릉시 연곡면 해안로 1279,,32,,B02,B0201,B02010700,2913615,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/21/2920221_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2920221_image3_1.jpg,Type3,128.8529285,37.85736393,6,2.02E+13,,카리스펜션,,1
제주특별자치도 서귀포시 표선면 가시로 383,,39,,B02,B0201,B02010100,3031581,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/79/3031579_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3031579_image3_1.jpg,Type3,126.7869121,33.34541273,6,2.02E+13,,카세로지,,3
경상남도 거제시 일운면 반송재로 562,,36,,B02,B0201,B02010700,138791,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/78/1981378_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1981378_image3_1.jpg,Type3,128.6969319,34.83489379,6,2.02E+13,055-681-9330,카올린B&B펜션,,1
제주특별자치도 제주시 한림읍 협재2길 10,,39,,B02,B0201,B02010600,1894633,32,2.01E+13,,,,126.2413195,33.39212669,6,2.02E+13,064-796-2428,카이 호스텔,,4
제주특별자치도 제주시 한림읍 협재2길 10,,39,,B02,B0201,B02011100,2667643,32,2.02E+13,,,,126.2412473,33.3922239,,2.02E+13,,카이 호스텔,,4
제주특별자치도 제주시 애월읍 장유길 49-43,,39,,B02,B0201,B02010700,2405466,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/47/2405447_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2405447_image2_1.jpg,Type3,126.4003239,33.44916177,6,2.02E+13,010-7478-5707,카이로스,,4
전라남도 목포시 하당남부로51번길 27,(상동),38,,B02,B0201,B02010900,2582686,32,2.02E+13,,,,126.4282482,34.80194729,6,2.02E+13,061-282-5689,카이저,,8
경기도 성남시 분당구 서현동 261-3 카인드호텔,,31,,B02,B0201,B02010100,3075925,32,2.02E+13,,,,127.1214326,37.38638883,6,2.02E+13,,카인드호텔,,12
서울특별시 강남구 언주로89길 21 (역삼동),,1,,B02,B0201,B02010100,3079896,32,2.02E+13,,,,127.0411477,37.50157681,6,2.02E+13,,카파스호텔,,1
강원특별자치도 평창군 봉평면 석이바우길 92-40,"(면온리,칸델라통나무 펜션)",32,,B02,B0201,B02010700,2761167,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/69/2764569_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2764569_image2_1.jpg,Type3,128.3542877,37.57537308,6,2.02E+13,,칸델라통나무펜션,,15
인천광역시 서구 길주로63번길 3 칼튼 모텔,,2,,B02,B0201,B02010900,1932575,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/09/1931409_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/09/1931409_image2_1.JPG,Type3,126.668812,37.50701676,6,2.02E+13,070-8786-0426,칼튼모텔,,7
서울특별시 강서구 화곡로 354-10,(화곡동),1,,B02,B0201,B02010100,143069,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/25/1867825_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1867825_image3_1.jpg,Type3,126.8524717,37.5545395,6,2.02E+13,02-2604-9229,칼튼호텔,,4
경기도 가평군 청평면 양진길 25,,31,,B02,B0201,B02010700,2570526,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/02/2568302_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2568302_image2_1.jpg,Type3,127.4855206,37.71609608,,2.02E+13,010-3848-9170,캐슬레이크펜션,,1
부산광역시 해운대구 해운대해변로197번길 13,(우동),6,,B02,B0201,B02011100,2622984,32,2.02E+13,,,,129.1526891,35.1592353,,2.02E+13,010-2665-2183,캔버스,,16
부산광역시 해운대구 해운대해변로197번길 14,(우동),6,,B02,B0201,B02011100,2663616,32,2.02E+13,,,,129.1530057,35.15941029,,2.02E+13,,캔버스 블랙,,16
서울특별시 송파구 송파대로28길 11,,1,,B02,B0201,B02010100,143155,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/44/1361644_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1361644_image3_1.jpg,Type3,127.1191575,37.4941624,6,2.02E+13,,캘리포니아 관광호텔,,18
부산광역시 수영구 광안해변로 237,"(민락동)6,7,8층",6,,B02,B0201,B02011100,2623972,32,2.02E+13,,,,129.119956,35.15477686,,2.02E+13,010-9355-3944,커플라운지 호스텔,,12
강원특별자치도 속초시 해오름로 171,,32,,B02,B0201,B02010100,2910903,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/90/2910890_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2910890_image3_1.jpg,Type3,128.6029075,38.18940107,6,2.02E+13,,컨피네스 비치호텔,,5
서울특별시 광진구 동일로 212 (군자동),,1,,B02,B0201,B02010900,3091256,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/49/3091249_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/49/3091249_image3_1.JPG,Type3,127.069066,37.55060495,6,2.02E+13,,컬리넌호텔 건대점,,6
강원특별자치도 강릉시 경포로371번길 35-22,,32,,B02,B0201,B02011600,2950208,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/68/2948968_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/68/2948968_image3_1.png,Type1,128.8957515,37.7990243,6,2.02E+13,0507-1315-0984,컴페니언 바이 경포[한국관광 품질인증/Korea Quality],,1
강원특별자치도 철원군 동송읍 창동로 2282 펜션,,32,,B02,B0201,B02010700,2913661,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/20/2920520_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2920520_image3_1.jpg,Type3,127.2764287,38.18295447,6,2.02E+13,,케렌시아펜션,,12
경상북도 안동시 강남2길 60-16,,35,,B02,B0201,B02010100,2708675,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/90/2709290_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2709290_image3_1.jpg,Type3,128.7355365,36.55144237,,2.02E+13,054-857-0007,케이스호텔((주)안동케이스) [한국관광 품질인증/Korea Quality],,11
강원특별자치도 춘천시 스포츠타운길399번길 22,,32,,B02,B0201,B02010100,2708678,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/38/2709338_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2709338_image3_1.jpg,Type3,127.7025268,37.87282631,,2.02E+13,033-818-4200,케이티엔지(KT&G) 상상마당춘천스테이 [한국관광 품질인증/Korea Quality],,13
서울특별시 중구 후암로60길 17,(남대문로5가),1,,B02,B0201,B02010900,2019204,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/26/2544726_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/26/2544726_image2_1.JPG,Type3,126.9741273,37.55478609,6,2.02E+13,02-773-2500,케이팝호텔 서울역점,,24
경기도 양주시 고원2길 22 (고암동),,31,,B02,B0201,B02010100,3091350,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/43/3091343_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/3091343_image3_1.JPG,Type3,127.0737965,37.82905041,6,2.02E+13,,케이플러스호텔,,18
강원특별자치도 평창군 진부면 진고개로 231,,32,,B02,B0201,B02010100,142990,32,2.01E+13,,,,128.5977872,37.68982561,6,2.02E+13,033-330-5000,켄싱턴 호텔 평창,,15
경상북도 경주시 보문로 182-29,,35,,A02,A0202,A02020200,136641,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/61/1924761_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/1924761_image2_1.JPG,Type3,129.2685066,35.86024478,6,2.02E+13,054-748-8400,켄싱턴리조트 경주보문,,2
전북특별자치도 남원시 소리길 66,,37,,A02,A0202,A02020200,136538,32,2.02E+11,http://tong.visitkorea.or.kr/cms/resource/98/2950298_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2950298_image3_1.jpg,Type3,127.3849098,35.40209015,6,2.02E+13,063-636-7007,켄싱턴리조트 남원점,,4
제주특별자치도 서귀포시 이어도로 684,,39,,A02,A0202,A02020200,137369,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/40/1341140_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1341140_image3_1.jpg,Type3,126.4890127,33.23354256,6,2.02E+13,064-739-9001,켄싱턴리조트 서귀포,,3
강원특별자치도 고성군 토성면 동해대로 4800,,32,,A02,A0202,A02020200,136093,32,2.00E+13,,,,128.5722419,38.24279703,6,2.02E+13,033-631-7601,켄싱턴리조트 설악비치,,2
제주특별자치도 제주시 한림읍 한림해안로 530,,39,,A02,A0202,A02020200,137368,32,2.00E+13,,,,126.2744935,33.4358196,6,2.02E+13,064-796-9600,켄싱턴리조트 제주한림,,4
경기도 가평군 상면 청군로 430,,31,,A02,A0202,A02020200,2770494,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/45/2771545_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/45/2771545_image2_1.png,Type3,127.3953775,37.759881,6,2.02E+13,,켄싱턴리조트청평점,,1
강원특별자치도 속초시 설악산로 998,,32,,B02,B0201,B02010100,142811,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/06/1583206_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/1583206_image3_1.jpg,Type3,128.5002729,38.17268991,6,2.02E+13,033-635-4001,켄싱턴호텔 설악,,5
서울특별시 영등포구 국회대로76길 16,(여의도동),1,,B02,B0201,B02010100,143113,32,2.01E+13,,,,126.921955,37.53027411,6,2.02E+13,02-6670-7100,켄싱턴호텔 여의도 (구. 렉싱턴호텔),,20
강원특별자치도 양양군 현북면 동해대로 1269-7,,32,,B02,B0201,B02010100,3080469,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/48/3080448_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3080448_image3_1.jpg,Type3,128.7294767,38.00556101,6,2.02E+13,,코게러지,,7
전라남도 완도군 개포로 179,,38,,B02,B0201,B02010100,2811450,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/92/2808592_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/92/2808592_image2_1.png,Type3,126.7473734,34.32049544,6,2.02E+13,061-555-0179,코너레지던스호텔[한국관광 품질인증/Korea Quality],,18
제주특별자치도 서귀포시 성산읍 일주동로4120번길 23-20,,39,,A02,A0202,A02020200,1882274,32,2.01E+13,,,,126.91011,33.45910217,6,2.02E+13,070-4548-2200,코델리아리조트,,3
강원특별자치도 횡성군 우천면 전재로 254,,32,,B02,B0201,B02010500,136549,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/40/1584040_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1584040_image3_1.jpg,Type3,128.0958623,37.43726751,6,2.02E+13,033-342-7880,코레스코치악산콘도미니엄,,18
경기도 수원시 팔달구 권광로175번길 62,,31,,B02,B0201,B02010100,143140,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/66/1336866_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1336866_image3_1.jpg,Type3,127.028911,37.26439853,6,2.02E+13,010-6799-6071,코리아 관광호텔 수원,,13
서울특별시 중구 세종대로 135,(태평로1가),1,,B02,B0201,B02010100,142731,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/05/1363505_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/1363505_image3_1.jpg,Type3,126.9762823,37.56787072,6,2.02E+13,02-2171-7000,코리아나 호텔,,24
부산광역시 중구 중구로 151,,6,,B02,B0201,B02010100,142852,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/49/2722649_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/49/2722649_image2_1.JPG,Type3,129.0347507,35.10896375,6,2.02E+13,,코모도 호텔 부산,,15
경상북도 경주시 보문로 422,,35,,B02,B0201,B02010100,142894,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/51/1377751_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1377751_image3_1.jpg,Type3,129.2851361,35.84423301,6,2.02E+13,054-745-7701,코모도호텔 경주,,2
경상북도 포항시 남구 송도로 71 코모도비취관광호텔,,35,,B02,B0201,B02010100,142898,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/07/1338007_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/1338007_image3_1.jpg,Type3,129.3779864,36.0347327,6,2.02E+13,054-241-1400,코모도호텔 포항,,23
경상남도 통영시 도남로 314,,36,,B02,B0201,B02010700,2579636,32,2.02E+13,,,,128.4350272,34.82449859,6,2.02E+13,055-641-2521,코발트블루펜션,,17
서울특별시 영등포구 국회대로72길 9 (여의도동),,1,,B02,B0201,B02010100,3080637,32,2.02E+13,,,,126.9206301,37.53021021,6,2.02E+13,,코보스호텔,,20
경기도 안양시 만안구 만안로 101,,31,,B02,B0201,B02010100,143085,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/85/1852985_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/1852985_image3_1.jpg,Type3,126.9313941,37.39189313,6,2.02E+13,031-445-6601~2,코암 관광호텔,,17
서울특별시 구로구 경인로20가길 19 (오류동),,1,,B02,B0201,B02010100,3089143,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/35/3089135_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/35/3089135_image3_1.JPG,Type3,126.844888,37.49588229,6,2.02E+13,,코업시티호텔오류역,,7
부산광역시 해운대구 해운대해변로 287,,6,,B02,B0201,B02010100,2039866,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/37/2039837_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/37/2039837_image2_1.JPG,Type3,129.1622549,35.16047423,6,2.02E+13,051-933-1000,코오롱 씨클라우드 호텔[한국관광 품질인증/Korea Quality],,16
경상북도 경주시 불국로 289-17,,35,,B02,B0201,B02010100,142893,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/27/1968527_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1968527_image2_1.jpg,Type3,129.3217984,35.78787895,6,2.02E+13,054-746-9001,코오롱호텔,,2
부산광역시 서구 대영로 39,"(서대신동2가,동일빌딩)",6,,B02,B0201,B02011100,2608437,32,2.02E+13,,,,129.0157357,35.10951612,,2.02E+13,010-2083-0614,코인,,11
전북특별자치도 부안군 변산면 변산로 2136-13,,37,,B02,B0201,B02010700,2692296,32,2.02E+11,,,,126.5289788,35.67541396,,2.02E+13,,코지캐빈,,6
강원특별자치도 정선군 사북읍 소금강로 3576,,32,,B02,B0201,B02010700,139222,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/25/553625_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/553625_image3_1.jpg,Type3,128.8331467,37.22927492,6,2.02E+13,033-592-2046,코코펜션(구 백가지 나무이야기),,11
전북특별자치도 남원시 산내면 와운길 266,,37,,B02,B0201,B02010700,2394821,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/01/2394801_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2394801_image2_1.jpg,Type3,127.5936535,35.3630232,6,2.02E+13,063-626-0901<br />010-9521-0900,"코코펜션(구, 와운산장펜션)",,4
서울특별시 중구 남대문로 9,,1,,B02,B0201,B02010100,2546564,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/49/2546549_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2546549_image2_1.jpg,Type3,126.9768963,37.56125205,6,2.02E+13,02-2211-8000,코트야드 메리어트 서울 남대문,,24
서울특별시 영등포구 영중로 15,,1,,B02,B0201,B02010100,1102250,32,2.01E+13,,,,126.9037292,37.51725863,6,2.02E+13,02-2638-3000,코트야드 바이 메리어트 서울타임스퀘어,,20
경기도 수원시 영통구 광교호수공원로 320,(하동),31,,B02,B0201,B02010100,2752981,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/49/2752949_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2752949_image2_1.jpg,Type3,127.0574996,37.28479113,6,2.02E+13,,코트야드바이메리어트수원,,13
서울특별시 영등포구 국제금융로 10,,1,,B02,B0201,B02010100,1853800,32,2.01E+13,,,,126.9253743,37.52465261,6,2.02E+13,,콘래드 서울,,20
전라남도 목포시 북항로 149,(죽교동),38,,B02,B0201,B02010900,2582729,32,2.02E+13,,,,126.3683535,34.80187687,6,2.02E+13,061-244-3500,콘티넨탈호텔,,8
전북특별자치도 완주군 이서면 신지앵곡길 237-10,,37,,B02,B0201,B02011100,2697881,32,2.02E+13,,,,127.031653,35.80368571,,2.02E+13,,콩쥐팥쥐 관광 한옥리조트,,8
서울특별시 종로구 돈화문로11가길 83,,1,,B02,B0201,B02010900,1958134,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/99/1958099_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1958099_image2_1.jpg,Type3,126.9899891,37.57641442,6,2.02E+13,02-764-5778,쿠즈모텔,,23
