addr1,addr2,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,eventstartdate,eventenddate,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,areacode,sigungucode,tel,title
서울특별시 광진구 자양동,,,A02,A0208,A02081300,3026312,15,20231000000000 ,20230908,20231103,,,,127.0739939,37.52941861,6,20231000000000 ,1,6,,한강불빛공연 드론 라이트쇼
서울특별시 광진구 자양동,강변북로 139 뚝섬한강공원 등,,A02,A0207,A02070200,2828431,15,20220700000000 ,20231222,20231231,http://tong.visitkorea.or.kr/cms/resource/61/3066161_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/61/3066161_image3_1.png,Type3,127.0699721,37.52938798,6,20231200000000 ,1,20,02-120,한강페스티벌
강원특별자치도 정선군 북평면 중봉길 41-35,,,A02,A0207,A02070200,2861464,15,20220900000000 ,20231007,20231031,http://tong.visitkorea.or.kr/cms/resource/55/3016355_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/55/3016355_image3_1.png,Type3,128.6097538,37.47425353,6,20230900000000 ,32,11,033-738-3372,한국 치유관광 페스타
서울특별시 서대문구 충정로 7 (충정로3가),구세군빌딩 1~3층 모두예술극장,,A02,A0208,A02081300,3043145,15,20231100000000 ,20231124,20231125,http://tong.visitkorea.or.kr/cms/resource/39/3043139_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3043139_image3_1.jpg,Type3,126.9623227,37.56014637,6,20231100000000 ,1,14,02-760-9780,한국·프랑스 공동창작 공연 <제자리>
경기도 고양시 일산서구 킨텍스로 217-60 킨텍스,"킨텍스 3, 4 홀",,A02,A0208,A02080600,2737210,15,20210800000000 ,20240829,20240901,http://tong.visitkorea.or.kr/cms/resource/14/3016914_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/3016914_image3_1.jpg,Type3,126.7458171,37.66898817,6,20230900000000 ,31,2,031-991-5300,한국국제가구 및 인테리어산업대전 : 코펀
전라남도 영광군 영광읍 단주리 673,영광스포티움 일원,,A02,A0207,A02070200,140880,15,20050800000000 ,20230922,20230924,http://tong.visitkorea.or.kr/cms/resource/27/3006327_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/3006327_image3_1.jpg,Type3,126.4947277,35.2877324,6,20230900000000 ,38,16,02-580-3272,한국민속예술제
경기도 용인시 기흥구 민속촌로 90,한국민속촌,,A02,A0207,A02070200,2609968,15,20190700000000 ,20230701,20230827,http://tong.visitkorea.or.kr/cms/resource/66/2826166_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2826166_image3_1.jpg,Type3,127.1205723,37.25945352,6,20230800000000 ,31,23,031-288-0000,"한국민속촌 ‘그해, 시골 여름’"
경기도 용인시 기흥구 민속촌로 90,,,A02,A0207,A02070200,1697656,15,20120800000000 ,20230401,20230618,http://tong.visitkorea.or.kr/cms/resource/13/2963313_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2963313_image3_1.jpg,Type3,127.1205445,37.25938686,6,20230400000000 ,31,23,031-288-0000,"한국민속촌 봄 축제, 웰컴투조선"
경기도 용인시 기흥구 민속촌로 90 한국민속촌,,,A02,A0207,A02070200,2993581,15,20230700000000 ,20230505,20231112,http://tong.visitkorea.or.kr/cms/resource/77/2993577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2993577_image3_1.jpg,Type3,127.1219305,37.25881751,6,20230700000000 ,31,23,031-288-0000,"한국민속촌 살귀옥, A Haunted Prison"
경기도 용인시 기흥구 민속촌로 90,(보라동),,A02,A0208,A02081300,2612919,15,20190700000000 ,20230407,20231112,http://tong.visitkorea.or.kr/cms/resource/80/2815380_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2815380_image2_1.jpg,Type3,127.1205723,37.25945352,6,20230700000000 ,31,23,031-288-0000,"한국민속촌 야간개장, 달빛을 더하다"
경기도 용인시 기흥구 민속촌로 90 한국민속촌,,,A02,A0207,A02070200,2993588,15,20230700000000 ,20230708,20231112,http://tong.visitkorea.or.kr/cms/resource/84/2993584_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2993584_image3_1.jpg,Type3,127.1219305,37.25881751,6,20230700000000 ,31,23,031-288-0000,한국민속촌 조선살인수사
서울특별시 중구 퇴계로36길 10 (필동2가),한국의집 소화당,,A02,A0207,A02070200,3016652,15,20230900000000 ,20231212,20240229,http://tong.visitkorea.or.kr/cms/resource/26/3068426_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/3068426_image3_1.jpg,Type3,126.9945142,37.56027748,6,20231200000000 ,1,24,02-2266-9101,한국의집 고호재
제주특별자치도 서귀포시 서성로 788,,,A02,A0207,A02070200,527505,15,20080400000000 ,20230429,20230430,http://tong.visitkorea.or.kr/cms/resource/60/2973760_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/60/2973760_image3_1.png,Type3,126.6773498,33.33008489,6,20230400000000 ,39,3,064-760-4181,한라산 청정 고사리축제
제주특별자치도 제주시 한림읍 한림로 300,,,A02,A0207,A02070200,2549876,15,20180600000000 ,20230519,20230618,http://tong.visitkorea.or.kr/cms/resource/16/2988316_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/16/2988316_image3_1.png,Type3,126.2397419,33.39020188,6,20230600000000 ,39,4,064-796-0001,한림공원 부겐빌레아 축제
제주특별자치도 제주시 한림읍 한림로 300 한림공원,,,A02,A0207,A02070200,1688335,15,20120800000000 ,20230707,20230831,http://tong.visitkorea.or.kr/cms/resource/13/2993413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2993413_image3_1.jpg,Type3,126.2397419,33.39020188,6,20230700000000 ,39,4,064-796-0001,한림공원 연꽃축제
충청남도 서천군 한산면 충절로 1089,,,A02,A0207,A02070100,507480,15,20080300000000 ,20230609,20230611,http://tong.visitkorea.or.kr/cms/resource/27/2817327_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2817327_image3_1.jpg,Type3,126.7987055,36.0799252,6,20231200000000 ,34,8,041-950-4256,한산모시문화제
충청남도 서천군 한산면 충절로 1102-9,,,A02,A0207,A02070200,2419016,15,20160900000000 ,20231013,20231015,http://tong.visitkorea.or.kr/cms/resource/08/3016308_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3016308_image3_1.jpg,Type3,126.8013469,36.07933364,6,20230900000000 ,34,8,041-950-6885,한산소곡주 축제
서울특별시 송파구 올림픽로 424 올림픽공원,,,A02,A0207,A02070200,507531,15,20080300000000 ,20230922,20230924,http://tong.visitkorea.or.kr/cms/resource/25/3009225_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3009225_image3_1.jpg,Type3,127.1150682,37.52060926,6,20240100000000 ,1,18,02-2147-2800,한성백제문화제
충청북도 단양군 단양읍 상진리,114-2번지 일원,,A02,A0207,A02070200,2844577,15,20220800000000 ,20230826,20230827,http://tong.visitkorea.or.kr/cms/resource/73/2999973_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2999973_image3_1.jpg,Type3,128.3498667,36.98085263,6,20230800000000 ,33,2,043-423-0700~1,한여름 단양 수상 페스티벌
전북특별자치도 전주시 완산구 경기전길 4,경기전,,A02,A0208,A02080200,2547013,15,202401000000 ,20230506,20231028,,,,127.1499587,35.81923599,6,20240100000000 ,37,12,063-236-1577 / 010-4348-3130,한옥마을전통연희 퍼레이드-노상놀이야
경기도 김포시 모담공원로 170 김포아트빌리지(아트센터),,,A02,A0207,A02070200,3008676,15,20230900000000 ,20230923,20230923,,,,126.6962279,37.64668711,6,20230900000000 ,31,8,031-996-6835,한옥에서 놀터! <추석 한가위! 오늘만 같아라!>
"대전광역시 유성구 대덕대로 480 대전 C.T센터, 스튜디오큐브",대전 한빛탑 광장 및 물빛광장 일원,,A02,A0207,A02070200,2989543,15,20230500000000 ,20230531,20230604,http://tong.visitkorea.or.kr/cms/resource/42/2989542_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2989542_image3_1.jpg,Type3,127.3802705,36.37599317,6,20230600000000 ,3,4,042-346-3000,한우&농특산물 페스티벌
서울특별시 영등포구 여의동로 330,,,A02,A0207,A02070200,631268,15,20081000000000 ,20231007,20231007,http://tong.visitkorea.or.kr/cms/resource/80/2856680_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2856680_image3_1.jpg,Type3,126.9335763,37.52632478,6,20230900000000 ,1,20,02-519-9778,한화와 함께하는 서울세계불꽃축제
경상남도 함안군 함안대로 619-4 함안스포츠타운,,,A02,A0207,A02070200,2362516,15,20160100000000 ,20240112,20240114,http://tong.visitkorea.or.kr/cms/resource/09/3079109_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3079109_image3_1.jpg,Type3,128.3980295,35.28044957,6,20240100000000 ,36,19,055-580-4554,함안곶감축제
경상남도 함안군 괴산4길 25 무진정,"함안 무진정, 성산산성, 괴항마을 일대",,A02,A0207,A02070200,3006019,15,20230800000000 ,20230922,20230924,http://tong.visitkorea.or.kr/cms/resource/15/3006015_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/15/3006015_image3_1.JPG,Type3,128.422953,35.2552723,6,20230900000000 ,36,19,055-586-0979,함안문화재야행
경상남도 함양군 구산대안로 10-3 백전면사무소,,,A02,A0207,A02070200,2953537,15,20230400000000 ,20230408,20230409,http://tong.visitkorea.or.kr/cms/resource/47/2953447_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/47/2953447_image3_1.JPG,Type3,127.6352199,35.55299412,6,20230600000000 ,36,20,055-960-8910,함양 백운산 벚꽃축제
전라남도 함평군 해보면 용천사길 209,함평군 해보면 광암리 용천사,,A02,A0207,A02070200,1700219,15,20120800000000 ,20230915,20230917,http://tong.visitkorea.or.kr/cms/resource/22/2998622_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/22/2998622_image3_1.JPG,Type3,126.5422039,35.18187851,6,20230800000000 ,38,22,061-320-2245,함평 모악산 꽃무릇 축제
전라남도 함평군 함평읍 곤재로 27,,,A02,A0207,A02070100,507598,15,20080300000000 ,20230428,20230507,http://tong.visitkorea.or.kr/cms/resource/36/2953436_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/36/2953436_image3_1.png,Type3,126.5222115,35.05920316,6,20231100000000 ,38,22,061-320-2238,함평나비대축제
경상남도 합천군 동부로 39-19,,,A02,A0207,A02070200,2497876,15,20170600000000 ,20230729,20230806,http://tong.visitkorea.or.kr/cms/resource/94/2994194_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2994194_image3_1.jpg,Type3,128.1675089,35.55725589,6,20230800000000 ,36,21,055-930-4665~4667,합천 바캉스 축제
제주특별자치도 제주시 애월읍 항파두리로 50,,,A02,A0207,A02070200,3028896,15,20231000000000 ,20231110,20231111,http://tong.visitkorea.or.kr/cms/resource/01/3028801_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/01/3028801_image3_1.png,Type3,126.407501,33.4516755,6,20231200000000 ,39,4,064-712-8851,항파두리 역사문화제
전라남도 해남군 공룡박물관길 234 우항리공룡화석유적지,,,A02,A0207,A02070200,2962973,15,20230400000000 ,20230505,20230507,http://tong.visitkorea.or.kr/cms/resource/52/2962952_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2962952_image3_1.jpg,Type3,126.4339306,34.59086556,6,20230400000000 ,38,23,061-530-5949,해남 어린이 공룡대축제
전라남도 해남군 삼산면 대흥사길 154,해남군 삼산면 도립공원 잔디구장 일원,,A02,A0207,A02070200,2757715,15,20211000000000 ,20231103,20231105,http://tong.visitkorea.or.kr/cms/resource/73/3021273_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/73/3021273_image3_1.JPG,Type3,126.6167584,34.49756236,6,20231000000000 ,38,23,061-530-5159~5160,해남미남(味南)축제
부산광역시 해운대구 우동,549-2번지 일원,,A02,A0207,A02070200,3023322,15,20231000000000 ,20231006,20231029,http://tong.visitkorea.or.kr/cms/resource/19/3023319_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/19/3023319_image3_1.png,Type3,129.1594995,35.16304889,6,20231100000000 ,6,16,051-749-4524,해운대 가을 국화 축제
부산광역시 해운대구 우동,,,A02,A0207,A02070200,566822,15,20080500000000 ,20230519,20230522,http://tong.visitkorea.or.kr/cms/resource/10/2987010_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2987010_image3_1.jpg,Type3,129.1604273,35.15903825,6,20230600000000 ,6,16,051-717-2642,해운대 모래축제
부산광역시 해운대구 우동,,,A02,A0207,A02070200,912229,15,20100100000000 ,20231214,20231216,http://tong.visitkorea.or.kr/cms/resource/77/3091377_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3091377_image3_1.jpg,Type3,129.1603829,35.15870217,6,20240100000000 ,6,16,051-461-4438,해운대 북극곰 축제
부산 해운대구 중동 1411-23,부산 해운대구 중동 1411-23,,A02,A0207,A02070200,2048902,15,20151200000000 ,20231202,20240131,http://tong.visitkorea.or.kr/cms/resource/94/2908794_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2908794_image3_1.jpg,Type3,129.1623633,35.15956323,6,20231000000000 ,6,16,051-749-4061~4,해운대 빛축제
부산광역시 해운대구 우동,해운대해수욕장,,A02,A0207,A02070200,3072196,15,20231200000000 ,20231231,20240101,http://tong.visitkorea.or.kr/cms/resource/94/3072194_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3072194_image3_1.jpg,Type3,129.1603329,35.15871051,6,20231200000000 ,6,16,051-749-4061~4,해운대 카운트다운&해맞이 축제
경기도 이천시 장호원읍 서동대로8759번길 117,,,A02,A0207,A02070200,590116,15,20080700000000 ,20230922,20230924,http://tong.visitkorea.or.kr/cms/resource/53/2025253_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/53/2025253_image2_1.JPG,Type3,127.612268,37.117851,6,20230900000000 ,31,26,031-641-5215,햇사레장호원복숭아축제
경기도 수원시 팔달구 화서문로32번길 21-9 (신풍동),,,A02,A0208,A02081300,3021254,15,20231000000000 ,20231026,20231028,,,,127.0125147,37.28459035,6,20231000000000 ,31,13,02-2002-9763,행리단길 골목 콘서트
경기도 고양시 덕양구 행주로15번길 89,(행주외동),,A02,A0207,A02070200,2763262,15,20211000000000 ,20230428,20230514,http://tong.visitkorea.or.kr/cms/resource/32/2952432_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2952432_image3_1.jpg,Type3,126.8264702,37.59612031,6,20231100000000 ,31,2,031-8075-3404,행주가 예술이야
경기도 광주시 송정동,회안대로 891 광주시문화재단 남한산성아트홀,,A02,A0207,A02070200,3007757,15,20230900000000 ,20230909,20230910,http://tong.visitkorea.or.kr/cms/resource/48/3007848_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/48/3007848_image3_1.png,Type3,127.2550082,37.42684211,6,20230900000000 ,31,5,02-482-7643,허난설헌문화제
강원특별자치도 평창군 흥정계곡길 225,(봉평면),,A02,A0207,A02070200,2856663,15,20220900000000 ,20231007,20231015,http://tong.visitkorea.or.kr/cms/resource/60/2856660_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2856660_image3_1.jpg,Type3,128.3426702,37.63586308,6,20230900000000 ,32,15,033-335-2902,허브나라 가을축제
경기도 포천시 신북면 청신로947번길 35,(신북면),,A02,A0207,A02070200,1917398,15,20140500000000 ,20230422,20230701,http://tong.visitkorea.or.kr/cms/resource/20/2986920_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2986920_image3_1.jpg,Type3,127.1316789,37.96591606,6,20230600000000 ,31,29,031-535-6494,허브아일랜드 라벤더축제
경기도 포천시 신북면 청신로947번길 35,,,A02,A0207,A02070200,1754946,15,20121100000000 ,20240101,20241231,http://tong.visitkorea.or.kr/cms/resource/87/3080387_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3080387_image3_1.jpg,Type3,127.1316789,37.96591606,6,20240100000000 ,31,29,031-535-6494,허브아일랜드 불빛동화축제
경기도 포천시 청신로947번길 51,,,A02,A0207,A02070200,2846135,15,20220800000000 ,20230909,20231130,http://tong.visitkorea.or.kr/cms/resource/23/2846123_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2846123_image3_1.jpg,Type3,127.1334898,37.9662355,6,20231100000000 ,31,29,031-535-6494,허브아일랜드 핑크뮬리축제
부산광역시 동래구 금강공원로20번길 23 호텔농심,,,A02,A0207,A02070200,2855626,15,20220900000000 ,20231012,20231014,http://tong.visitkorea.or.kr/cms/resource/29/3004729_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/29/3004729_image3_1.JPG,Type3,129.0826297,35.2199411,6,20230900000000 ,6,6,051-550-2511,허심청브로이 옥토버페스트
인천광역시 서구 승학로 525 서구국민체육센터,,,A02,A0207,A02070200,2824953,15,20220600000000 ,20230520,20230520,http://tong.visitkorea.or.kr/cms/resource/83/2987183_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2987183_image3_1.jpg,Type3,126.6779234,37.56630725,6,20230600000000 ,2,7,032-569-7980,허암예술제
경상남도 김해시 분성로261번길 35 (봉황동),,,A02,A0207,A02070200,2553012,15,20180700000000 ,20231006,20231008,http://tong.visitkorea.or.kr/cms/resource/03/3016003_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/03/3016003_image3_1.png,Type3,128.8759611,35.23506615,6,20230900000000 ,36,4,"허왕후신행길 (070-8824-0343), 문화재야행 (070-8824-0347)",허왕후 신행길 축제 & 김해 문화재 야행
경상북도 영덕군 동해대로 4265-43 오션 비치 골프 앤 리조트,,,A02,A0207,A02070200,2995710,15,20230700000000 ,20230911,20230914,http://tong.visitkorea.or.kr/cms/resource/04/2995704_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/04/2995704_image3_1.png,Type3,129.3770832,36.33990644,6,20231100000000 ,35,12,"1544-1984, 010-2077-1984",헬스조선 힐링 골프축제
충청남도 아산시 현충사길 126,,,A02,A0207,A02070200,2865122,15,20221000000000 ,20231021,20231022,http://tong.visitkorea.or.kr/cms/resource/87/3018587_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/87/3018587_image3_1.png,Type3,127.0314152,36.80594874,6,20231000000000 ,34,9,041-540-2428,현충사 달빛야행
경상북도 경주시 석장동,,,A02,A0207,A02070200,2986446,15,20230400000000 ,20230503,20230529,http://tong.visitkorea.or.kr/cms/resource/40/2988640_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/40/2988640_image3_1.png,Type3,129.2007958,35.86060457,6,20230600000000 ,35,2,050-6966-2222,형산강 연등문화축제
전북특별자치도 익산시 함낭로 207 교도소 세트장,,,A02,A0207,A02070200,2864606,15,202401000000 ,20230801,20230806,http://tong.visitkorea.or.kr/cms/resource/37/2992037_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/37/2992037_image3_1.png,Type3,126.9316966,36.06934536,6,20240100000000 ,37,9,010-2587-7694,호러 홀로그램 페스티벌
"경상북도 포항시 남구 해맞이로 136 호미곶광장관리사무소, 새천년기념관",,,A02,A0207,A02070200,1049274,15,20100600000000 ,20230422,20230423,http://tong.visitkorea.or.kr/cms/resource/80/2978080_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2978080_image3_1.jpg,Type3,129.5665992,36.07597609,6,20230400000000 ,35,23,054-270-2853,호미곶 돌문어 수산물 축제
경상북도 포항시 남구 호미곶면 해맞이로 136,호미곶 해맞이광장,,A02,A0207,A02070200,663536,15,20081200000000 ,20231231,20240101,http://tong.visitkorea.or.kr/cms/resource/55/3035455_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3035455_image3_1.jpg,Type3,129.5665381,36.07610663,6,20231100000000 ,35,23,054-289-7855,호미곶한민족해맞이축전
충청북도 옥천군 청성면 한두레로 387,마을공동시설,,A02,A0208,A02080600,3020205,15,20231000000000 ,20231027,20231029,http://tong.visitkorea.or.kr/cms/resource/87/3020187_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/87/3020187_image3_1.png,Type3,127.7290185,36.32570238,6,20231000000000 ,33,5,010-4514-7074,호캠프 할로윈
경기도 평택시 팽성읍 안정순환로267번길 42,,,A02,A0207,A02070200,3038236,15,20231100000000 ,20231118,20231118,http://tong.visitkorea.or.kr/cms/resource/95/3038195_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/95/3038195_image3_1.png,Type3,127.0527312,36.96102569,6,20231100000000 ,31,28,031-692-4302,홀리데이 코스튬 의상 파티 in 팽성
충청남도 홍성군 홍성읍 아문길 27,,,A02,A0207,A02070200,769305,15,20090700000000 ,20230505,20230506,http://tong.visitkorea.or.kr/cms/resource/05/2953105_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/05/2953105_image3_1.JPG,Type3,126.6607708,36.60131026,6,20231000000000 ,34,15,041-634-8706,홍성 역사인물축제
충청남도 홍성군 남당항로213번길 1,남당항 일원,,A02,A0207,A02070200,2987404,15,20230500000000 ,20230422,20230521,http://tong.visitkorea.or.kr/cms/resource/03/2987403_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/03/2987403_image3_1.png,Type3,126.4702202,36.53960296,6,20231000000000 ,34,15,041-634-0104,홍성남당항 바다송어 축제
충청남도 홍성군 서부면 남당항로213번길 1-1,,,A02,A0207,A02070200,409187,15,20080100000000 ,20240120,20240330,http://tong.visitkorea.or.kr/cms/resource/66/3079066_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/66/3079066_image3_1.JPG,Type3,126.472295,36.53887808,6,20240100000000 ,34,15,"041-634-0104, 010-5308-3750",홍성남당항 새조개축제
충청남도 홍성군 서부면 남당항로 213-1,,,A02,A0207,A02070200,140911,15,20050900000000 ,20230909,20231015,http://tong.visitkorea.or.kr/cms/resource/87/3002287_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3002287_image3_1.jpg,Type3,126.4721144,36.53959466,6,20231000000000 ,34,15,041-634-0104,홍성남당항대하축제
강원특별자치도 홍천군 홍천읍 산림공원2길 31,홍천도시산림공원,,A02,A0207,A02070200,790124,15,20090900000000 ,20231006,20231009,http://tong.visitkorea.or.kr/cms/resource/81/3010881_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/3010881_image3_1.jpg,Type3,127.8953258,37.68991227,6,20230900000000 ,32,16,033-439-5864,홍천 인삼한우명품축제
강원특별자치도 홍천군 홍천읍 신장대리,85,,A02,A0207,A02070200,1769697,15,20121200000000 ,20240105,20240121,http://tong.visitkorea.or.kr/cms/resource/45/2932845_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2932845_image3_1.jpg,Type3,127.887221,37.68855395,6,20231200000000 ,32,16,033-439-5864,홍천강 꽁꽁축제
강원특별자치도 홍천군 홍천읍 갈마곡리,도시산림공원 토리숲,,A02,A0207,A02070200,2539802,15,20180300000000 ,20230801,20230806,http://tong.visitkorea.or.kr/cms/resource/45/2827445_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2827445_image3_1.jpg,Type3,127.8931204,37.68925397,6,20230900000000 ,32,16,033-439-5864,홍천강 별빛음악 맥주축제
강원특별자치도 홍천군 홍천읍 갈마곡리,,,A02,A0207,A02070200,2873042,15,20221000000000 ,20231103,20231105,http://tong.visitkorea.or.kr/cms/resource/28/2873028_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2873028_image3_1.jpg,Type3,127.8933204,37.68935397,6,20231100000000 ,32,16,033-439-5864,홍천사과축제
강원특별자치도 홍천군 홍천읍 갈마곡리,,,A02,A0207,A02070200,2597638,15,20190400000000 ,20230428,20230430,http://tong.visitkorea.or.kr/cms/resource/46/2978046_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/46/2978046_image3_1.JPG,Type3,127.8934676,37.6894484,6,20230700000000 ,32,16,033-439-5853,홍천산나물축제
강원특별자치도 홍천군 태학여내길 27,홍천종합운동장 주차장일원,,A02,A0207,A02070200,140833,15,20050700000000 ,20230728,20230730,http://tong.visitkorea.or.kr/cms/resource/44/2723644_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2723644_image2_1.jpg,Type3,127.9048299,37.70794091,6,20230800000000 ,32,16,033-439-5864,홍천찰옥수수축제
경기도 광주시 도척윗로 278-1,,,A02,A0207,A02070200,2624592,15,20191000000000 ,20231020,20231112,http://tong.visitkorea.or.kr/cms/resource/09/3012109_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3012109_image3_1.jpg,Type3,127.289438,37.34081659,6,20230900000000 ,31,5,031-8026-6666,화담숲 가을 단풍 축제
경기도 광주시 도척윗로 278-1,,,A02,A0207,A02070200,2822272,15,20220500000000 ,20230601,20230801,http://tong.visitkorea.or.kr/cms/resource/33/2990633_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/33/2990633_image3_1.PNG,Type3,127.289438,37.34081659,6,20230600000000 ,31,5,031-8026-6666,화담숲 여름 수국 축제
제주특별자치도 제주시 화북일동,화북포구(진북길),,A02,A0207,A02070200,3011941,15,20230900000000 ,20230922,20230923,http://tong.visitkorea.or.kr/cms/resource/25/3011925_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3011925_image3_1.jpg,Type3,126.5671993,33.52524211,6,20230900000000 ,39,4,064-712-8851,화북 포구문화제
경기도 화성시 서신면 전곡항로 5,,,A02,A0207,A02070200,1811380,15,20130500000000 ,20240531,20240602,http://tong.visitkorea.or.kr/cms/resource/67/2647067_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2647067_image2_1.jpg,Type3,126.6510337,37.18558708,6,20240100000000 ,31,31,031-356-8542,화성 뱃놀이 축제
경기도 화성시 동탄공원로2길 22,,,A02,A0207,A02070200,2759022,15,20211000000000 ,20231021,20231021,http://tong.visitkorea.or.kr/cms/resource/32/3018032_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3018032_image3_1.jpg,Type3,127.0635957,37.20568928,6,20231000000000 ,31,31,070-4314-8413,화성 학생동아리 축제
경기도 화성시 궁평항로 1069-11 궁평리어촌체험안내소,,,A02,A0207,A02070200,1840914,15,20130800000000 ,20230902,20230903,http://tong.visitkorea.or.kr/cms/resource/48/2996948_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/48/2996948_image3_1.png,Type3,126.6833854,37.11620957,6,20230800000000 ,31,31,031-5180-7851,화성송산포도축제
부산광역시 강서구 명지오션시티10로 95 (명지동),,,A02,A0207,A02070200,3016264,15,20230900000000 ,20231013,20231014,http://tong.visitkorea.or.kr/cms/resource/63/3016263_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3016263_image3_1.jpg,Type3,128.9066569,35.0870333,6,20230900000000 ,6,1,051-760-3341~3,환경아 놀자
경기도 광명시 오리로 703 (하안동),,,A02,A0208,A02081300,2753100,15,20211000000000 ,20231028,20231028,http://tong.visitkorea.or.kr/cms/resource/42/3020142_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/3020142_image3_1.jpg,Type3,126.8729447,37.46255888,6,20231000000000 ,31,4,02-2680-6951,환상마켓 시즌4
강원특별자치도 횡성군 청일면 유동리,1150 농거리 축제장,,A02,A0207,A02070200,2027280,15,20150900000000 ,20230915,20230917,http://tong.visitkorea.or.kr/cms/resource/96/3006196_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3006196_image3_1.jpg,Type3,128.1433844,37.57912699,6,20230900000000 ,32,18,033-340-2831,횡성더덕축제
